Country,EF2013,EF2009,GDP2013,GDP2009,EFDelta,GDPDelta,DDelta,EFDelta_P,GDPDelta_P,DDelta_P,DDelta_Rank,EFDelta_Rank,GDPDelta_Rank,Dec_Flag,GDP_std
Laos,9633377.86236622,7672255.820277701,9023960565.0,6567765473.0,1961122.0420885189,2456195092.0,2454233969.9579115,25.561218082761155,37.397728376529074,11.836510293767919,64.0,144.0,145.0,0.0,26.37842105950201
Latvia,13131644.8882836,11301153.1744203,27011449391.0,24701165872.0,1830491.7138632983,2310283519.0,2308453027.2861366,16.197388758578562,9.35293310029071,-6.844455658287853,138.0,114.0,49.0,0.0,29.19560414995106
Lebanon,17872523.2923292,17782470.7600379,39972859919.0,35207296849.0,90052.5322913006,4765563070.0,4765473017.467709,0.5064118114209044,13.535725535643778,13.029313724222874,53.0,48.0,71.0,0.0,31.225607721937703
Lesotho,2976379.32171026,3232213.44842517,2754054731.0,2251474530.0,-255834.12671490991,502580201.0,502836035.1267149,-7.915137128074257,22.32226899764218,30.237406125716436,13.0,18.0,106.0,1.0,25.39643447620968
Liberia,4876851.36966788,4376117.74563546,1641989954.0,1218376790.0,500733.6240324201,423613164.0,423112430.37596756,11.442416615316828,34.768650180868924,23.326233565552094,23.0,95.0,142.0,0.0,25.22226396716564
Lithuania,18324727.4230903,14614025.019941,42336907128.0,36533481055.0,3710702.403149301,5803426073.0,5799715370.59685,25.391378474349168,15.885226114267967,-9.5061523600812,141.0,143.0,78.0,0.0,31.595862507730338
Luxembourg,7133413.07388185,6907213.06280526,55554172185.0,49539470199.0,226200.01107659005,6014701986.0,6014475785.988923,3.274837608451046,12.141231954720041,8.866394346268995,76.0,59.0,62.0,0.0,33.665937768416065
Macedonia TFYR,6341191.86711687,7249968.24472919,9863707082.0,9101472088.0,-908776.3776123198,762234994.0,763143770.3776124,-12.534901491092883,8.374853942638383,20.909755433731267,27.0,10.0,44.0,1.0,26.509941346232434
Madagascar,21805557.680788603,21084627.3887102,9330835549.0,8707027002.0,720930.2920784019,623808547.0,623087616.7079216,3.4192223499497327,7.1644264667688695,3.745204116819137,101.0,60.0,38.0,0.0,26.426483522482222
Malawi,13342429.216445401,11391973.0981939,7819248708.0,6509956216.0,1950456.1182515007,1309292492.0,1307342035.8817484,17.121319559302055,20.112155113763365,2.9908355544613094,106.0,118.0,98.0,0.0,26.18974025445833
Malaysia,124168292.221679,100852163.78048299,296507000000.0,238376000000.0,23316128.44119601,58131000000.0,58107683871.55881,23.11911571074112,24.38626371782394,1.2671480070828203,114.0,138.0,114.0,0.0,71.40373645074891
Mali,21590256.527710397,22133379.1567312,11184422458.0,10130347923.0,-543122.6290208027,1054074535.0,1054617657.6290208,-2.4538622194778075,10.405116813479061,12.858979032956869,55.0,36.0,53.0,1.0,26.716790510146033
Mauritania,9412264.15115477,8160246.22287499,5097687376.0,4140153157.0,1252017.9282797799,957534219.0,956282201.0717202,15.342894002022812,23.127990262414343,7.785096260391532,82.0,109.0,110.0,0.0,25.763491952747202
Mauritius,4211635.01833306,3971349.92790362,11137678212.0,9584152843.0,240285.09042943968,1553525369.0,1553285083.9095705,6.050463816878518,16.209313378538738,10.158849561660219,71.0,74.0,79.0,0.0,26.70946947157968
Mexico,316517298.756576,326333302.18007797,1153060000000.0,1000030000000.0,-9816003.423501968,153030000000.0,153039816003.4235,-3.0079686498208753,15.302540923772288,18.310509573593162,38.0,33.0,77.0,1.0,205.55623828221297
Moldova,7071813.73168941,6370821.15202493,6742700074.0,5426334311.0,700992.5796644799,1316365763.0,1315664770.4203355,11.003174676182415,24.258840085313718,13.255665409131304,52.0,91.0,111.0,0.0,26.021132249356082
Mongolia,21380936.8922696,17419751.3339415,10574804920.0,6759244981.0,3961185.5583280995,3815559939.0,3811598753.441672,22.73962172244061,56.449499163374085,33.709877440933475,7.0,137.0,154.0,0.0,26.621312801372568
Montenegro,2270989.14319854,2141877.81775679,4303726737.0,4039451560.0,129111.32544174977,264275177.0,264146065.67455825,6.027950071258935,6.542352917830262,0.5144028465713264,116.0,73.0,34.0,0.0,25.639142605914536
Morocco,56761318.717772305,56764179.2872225,105643000000.0,89790590993.0,-2860.5694501921535,15852409007.0,15852411867.56945,-0.005039391894874207,17.654866541902862,17.659905933797738,39.0,45.0,87.0,1.0,41.510801501527354
Mozambique,22204123.849482,18641696.162155498,12492636703.0,9517718743.0,3562427.687326502,2974917960.0,2971355532.3126736,19.109997590018583,31.25662819347298,12.146630603454398,61.0,127.0,130.0,0.0,26.92168175902183
Myanmar,76533872.03955759,79259177.47683342,60877582017.0,45187272895.0,-2725305.437275827,15690309122.0,15693034427.437275,-3.4384730248713518,34.7228503000369,38.16132332490825,3.0,31.0,141.0,1.0,34.49968506395646
Nepal,25927161.099253,22529911.4992727,18057549556.0,15267319043.0,3397249.5999802984,2790230513.0,2786833263.4000196,15.078841299886895,18.27583811631492,3.1969968164280242,105.0,106.0,90.0,0.0,27.79325302396868
Netherlands,97430716.40017791,94448545.6194855,839765000000.0,824870000000.0,2982170.7806924134,14895000000.0,14892017829.219307,3.157455481323121,1.8057390861590312,-1.3517163951640898,126.0,58.0,17.0,0.0,156.4882786097951
New Zealand,22832080.24006,20433767.0593659,157930000000.0,144603000000.0,2398313.1806941032,13327000000.0,13324601686.819305,11.737009498671107,9.21626798890756,-2.520741509763546,130.0,96.0,48.0,0.0,49.699940834717204
Nicaragua,8530623.65511815,8444618.6342795,10249669824.0,8470978895.0,86005.02083864994,1778690929.0,1778604923.9791613,1.0184595014098934,20.997466184809802,19.97900668339991,32.0,53.0,104.0,0.0,26.570390457324255
Niger,27445707.4849036,22661668.932708103,6886614682.0,5276949262.0,4784038.552195497,1609665420.0,1604881381.4478045,21.110707099293048,30.503712279202883,9.393005179909835,73.0,131.0,127.0,0.0,26.043672015970984
Nigeria,185014072.778551,178735635.50904298,425440000000.0,342232000000.0,6278437.269508034,83208000000.0,83201721562.7305,3.512694741385459,24.31333130741719,20.80063656603173,28.0,61.0,113.0,0.0,91.59709812088042
Norway,29304080.007229805,28695475.121729102,449010000000.0,425961000000.0,608604.885500703,23049000000.0,23048391395.1145,2.1209088991171594,5.411058758900462,3.2901498597833028,104.0,56.0,31.0,0.0,95.28860870827852
Oman,22137212.658875197,16328716.245056698,66176853056.0,55953966190.0,5808496.413818499,10222886866.0,10217078369.586182,35.57227847337322,18.270173791231652,-17.302104682141564,148.0,153.0,89.0,0.0,35.329651765100316
Pakistan,132093582.064528,142618735.130146,196970000000.0,174602000000.0,-10525153.065617993,22368000000.0,22378525153.065617,-7.3799231608759674,12.810849818444234,20.1907729793202,31.0,20.0,65.0,1.0,55.814347849228106
Panama,10699325.1508294,10115993.085319199,37655354226.0,27340384382.0,583332.0655102022,10314969844.0,10314386511.93449,5.766434007915257,37.727962050127694,31.961528042212436,11.0,70.0,146.0,0.0,30.862642223335037
Papua New Guinea,11059020.6536084,12417349.9110562,12265958484.0,9023602246.0,-1358329.2574477997,3242356238.0,3243714567.2574477,-10.938962557851141,35.93194989769499,46.87091245554613,1.0,13.0,143.0,1.0,26.886179635756193
Paraguay,25936804.8263947,21158214.1476113,23538668873.0,17711553670.0,4778590.678783398,5827115203.0,5822336612.321217,22.585037874393983,32.900079301738636,10.315041427344653,69.0,136.0,138.0,0.0,28.65170062640813
Peru,71636851.4145507,61740393.9005809,176195000000.0,136148000000.0,9896457.513969809,40047000000.0,40037103542.48603,16.029145408281394,29.414313834944327,13.385168426662933,51.0,111.0,123.0,0.0,52.5605874566445
Philippines,98248271.5030667,108766519.289804,236316000000.0,185438000000.0,-10518247.786737293,50878000000.0,50888518247.786736,-9.670483026777612,27.436663467034805,37.107146493812415,4.0,15.0,121.0,1.0,61.97668028757201
Poland,164997714.908171,177067801.65233,518568000000.0,462634000000.0,-12070086.744159013,55934000000.0,55946070086.744156,-6.816646861555579,12.090334908372494,18.906981769928073,35.0,21.0,61.0,1.0,106.18271534545447
Portugal,40486481.8876344,47930963.641945206,222002000000.0,233877000000.0,-7444481.754310809,-11875000000.0,-11867555518.24569,-15.531675536345812,-5.077455243568201,10.454220292777611,68.0,5.0,7.0,0.0,59.7348354616061
Romania,51995075.44937871,59095376.4386703,176895000000.0,169350000000.0,-7100300.989291593,7545000000.0,7552100300.989291,-12.014985633707482,4.45527015057573,16.47025578428321,42.0,11.0,27.0,1.0,52.67022077913829
Russian Federation,820211113.485553,748921356.822341,1666930000000.0,1459200000000.0,71289756.66321206,207730000000.0,207658710243.3368,9.518991014716569,14.235882675438596,4.716891660722027,94.0,87.0,72.0,0.0,286.03806032490553
Rwanda,9685789.99588021,8614010.61528514,6999339475.0,5310229469.0,1071779.3805950712,1689110006.0,1688038226.619405,12.442280703639385,31.808606687538987,19.3663259838996,33.0,100.0,132.0,0.0,26.061326863948146
Saint Kitts and Nevis,239947.898285811,203966.429504637,762224674.6,721236727.8,35981.468781174015,40987946.80000007,40951965.3312189,17.64087789768169,5.683008812519333,-11.957869085162358,144.0,120.0,32.0,0.0,25.084475980600928
Saint Lucia,429985.911946811,444026.648144014,1227587245.0,1263352430.0,-14040.73619720299,-35765185.0,-35751144.2638028,-3.1621381860507323,-2.8309744890426183,0.331163697008114,118.0,32.0,8.0,0.0,25.157360615968358
Samoa,442727.30331807706,448602.623358561,684046231.3,653657094.7,-5875.320040483959,30389136.599999905,30395011.920040388,-1.3096936430057182,4.649094585892499,5.958788228898217,89.0,40.0,29.0,1.0,25.072231748477538
Sao Tome and Principe,295126.831973859,274058.296793355,222852291.5,185103945.1,21068.535180503968,37748346.400000006,37727277.864819504,7.687610784646315,20.393053416342344,12.705442631696028,56.0,79.0,100.0,0.0,25.0
Senegal,15719467.710182998,16814579.88959,14199477561.0,12396054492.0,-1095112.1794070005,1803423069.0,1804518181.1794071,-6.512872677151991,14.548363514889912,21.061236192041903,26.0,22.0,75.0,1.0,27.189005522208536
Serbia,27711358.8167919,27228282.2834988,40625727368.0,39231060777.0,483076.5332930982,1394666591.0,1394183514.466707,1.7741719006118057,3.555006067584212,1.7808341669724064,111.0,55.0,25.0,0.0,31.32785918991187
Sierra Leone,7484485.61434628,6360775.92845375,3813207065.0,2483374322.0,1123709.6858925298,1329832743.0,1328709033.3141074,17.66623598334636,53.54942793839519,35.88319195504883,5.0,121.0,153.0,0.0,25.562317889643218
Singapore,36748626.806004904,36473264.7616205,272484000000.0,205155000000.0,275362.044384405,67329000000.0,67328724637.95561,0.7549695542312915,32.818600570300504,32.06363101606921,10.0,51.0,137.0,0.0,67.6412774417941
Slovenia,9699488.94923705,9925156.48998703,46517357748.0,47429405166.0,-225667.54074998014,-912047418.0,-911821750.45925,-2.273692520391434,-1.9229577406840548,0.3507347797073792,117.0,37.0,10.0,0.0,32.25060063771867
South Africa,180142776.281812,183202015.574841,405491000000.0,364276000000.0,-3059239.2930289805,41215000000.0,41218059239.29303,-1.6698720717836382,11.314223281248283,12.984095353031922,54.0,39.0,57.0,1.0,88.47270504883949
